id,role,version,category,file_path,expected,actual,exact_match,norm_exact_match,char_distance,expected_chars,cer,rtf,audio_duration_s,inference_time_s
principal_014,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_014.wav,查询本月教师授课课时统计。,查询 本月 教师 授课 时 统计,False,False,1,12,0.0833,0.2938,2.841,0.8347
principal_015,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_015.wav,帮我看一下这个月教师考勤异常。,帮 我 看一下 这个 说 教师 考勤 异常,False,False,1,14,0.0714,0.3142,3.008,0.9451
principal_016,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_016.wav,我想查查本学期教师的授课课时。,我 想 查查 本学期 教师 的 授课 时,False,False,1,14,0.0714,0.2619,3.337,0.874
principal_017,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_017.wav,看一下语文组和数学组教师本月考勤异常统计。,看一下 语文 组合 数学 组 教师 本月 考勤 异常 统计,False,False,1,20,0.05,0.2335,4.324,1.0098
principal_018,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_018.wav,查教师考勤异常。,查 教师 考勤 异常,False,True,0,7,0.0,0.419,1.785,0.7478
principal_019,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_019.wav,打开学校教学质量分析报表。,打开 学校 教学 质量 分析 报表,False,True,0,12,0.0,0.2901,2.885,0.8369
principal_020,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_020.wav,查看各年级最近一次考试平均分。,查看 个 年级 最近 一次 考试 平均分,False,False,1,14,0.0714,0.2537,3.225,0.8182
principal_021,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_021.wav,帮我打开教学质量分析。,帮 我 打开 教学 质量 分析,False,True,0,10,0.0,0.3704,2.289,0.8477
principal_022,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_022.wav,我想看一下最近一次考试的年级平均分。,我 想 看一下 最近 一次 考试 的 年级 平均分,False,True,0,17,0.0,0.2481,3.639,0.9026
principal_023,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_023.wav,把七年级和八年级最近一次考试平均分对比一下。,那 七年级 和 八年级 最近 一次 考试 平均分 对比 一下,False,False,1,21,0.0476,0.2535,4.529,1.1483
principal_024,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_024.wav,看成绩分析。,看 成绩 分析,False,True,0,5,0.0,0.4002,1.247,0.499
principal_025,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_025.wav,查看学校本月安全巡检情况。,查看 学校 本月 安全 巡检 情况,False,True,0,12,0.0,0.2805,3.016,0.846
principal_026,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_026.wav,查看本周学生违纪情况汇总。,查看 本周 学生 违纪 情况 汇总,False,True,0,12,0.0,0.277,2.841,0.7871
principal_027,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_027.wav,帮我看一下这个月学校安全巡检情况。,帮 我 看一下 这个 说 学校 安全 巡检 情况,False,False,1,16,0.0625,0.2648,3.589,0.9504
principal_028,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_028.wav,我想查一下这周学生违纪汇总。,我 想 查 一下 这 周 学生 违纪 汇总,False,True,0,13,0.0,0.2689,2.907,0.7816
principal_029,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_029.wav,教学楼A栋这周的安全巡检情况怎么样。,教学楼 啊 动 这 周 的 安全 巡检 情况 怎么样,False,False,2,17,0.1176,0.2484,3.907,0.9703
principal_030,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_030.wav,看安全巡检。,看 安全 巡检,False,True,0,5,0.0,0.4923,1.351,0.6653
principal_031,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_031.wav,查询今天校园设备运行状态。,查询 今天 校园 设备 运行 状态,False,True,0,12,0.0,0.2995,2.981,0.8927
principal_032,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_032.wav,查看学校食堂今日用餐统计。,查看 学校 食堂 今日 用餐 统计,False,True,0,12,0.0,0.2747,2.888,0.7934
principal_033,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_033.wav,帮我查一下今天校园设备运行情况。,帮 我 查 一下 今天 校园 设备 运行 情况,False,True,0,15,0.0,0.274,3.554,0.9738
principal_034,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_034.wav,我想看一下今天食堂用餐统计。,我 想 看一下 今天 食堂 用餐 统计,False,True,0,13,0.0,0.2867,2.954,0.8468
principal_035,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_035.wav,看一下图书馆和实验楼的设备运行状态。,看一下 图书馆 和 实验楼 的 设备 运行 状态,False,True,0,17,0.0,0.2621,3.615,0.9475
principal_036,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_036.wav,查设备状态。,查 设备 状态,False,True,0,5,0.0,0.5245,1.193,0.6256
principal_037,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_037.wav,打开德育管理统计大屏。,打开 德语 管理 统计 大屏,False,False,1,10,0.1,0.37,2.188,0.8097
principal_038,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_038.wav,查看各班级综合评价排名。,查看 个 班级 综合 评价 排名,False,False,1,11,0.0909,0.2963,2.644,0.7835
principal_039,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_039.wav,帮我打开德育管理统计大屏。,帮 我 打开 德语 管理 统计 大屏,False,False,1,12,0.0833,0.3505,2.59,0.908
principal_040,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_040.wav,我想看一下各班综合评价排名。,我 想 看一下 个 班 综合 评价 排名,False,False,1,13,0.0769,0.2944,2.954,0.8696
principal_041,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_041.wav,查一下七年级一班和七年级二班的综合评价排名。,查 一下 七年级 一般 和 七年级 二 班 的 综合 评价 排名,False,False,1,21,0.0476,0.2211,4.595,1.0158
principal_042,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_042.wav,看德育统计。,看 得 与 统计,False,False,2,5,0.4,0.5017,1.073,0.5383
principal_043,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_043.wav,打开学校招生数据分析页面。,打开 学校 招生 数据 分析 页面,False,True,0,12,0.0,0.3045,2.78,0.8465
principal_044,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_044.wav,查询本学期学生流失预警名单。,查询 本学期 学生 流失 预警 名单,False,True,0,13,0.0,0.2615,3.143,0.8219
principal_045,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_045.wav,帮我打开招生数据分析。,帮 我 打开 招生 数据 分析,False,True,0,10,0.0,0.3647,2.231,0.8134
principal_046,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_046.wav,我想查一下这学期学生流失预警。,我 想 查 一下 这 学期 学生 流失 预警,False,True,0,14,0.0,0.2717,3.244,0.8815
principal_047,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_047.wav,看一下一年级新生招生数据分析页面。,看一下 一年级 新生 招生 数据 分析 页面,False,True,0,16,0.0,0.2612,3.488,0.911
principal_048,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_048.wav,看招生分析。,看 招生 分析,False,True,0,5,0.0,0.4124,1.235,0.5094
principal_049,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_049.wav,查看本月家校沟通情况统计。,查看 本月 家校 沟通 情况 统计,False,True,0,12,0.0,0.2798,2.841,0.7951
principal_050,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_050.wav,查看各学科教学任务完成情况。,查看 个 学科 教学 任务 完成 情况,False,False,1,13,0.0769,0.2645,3.12,0.8253
principal_051,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_051.wav,帮我看一下这个月家校沟通统计。,帮 我 看一下 这个 说 家校 沟通 统计,False,False,1,14,0.0714,0.3086,2.904,0.8962
principal_052,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_052.wav,我想查查各学科教学任务完成情况。,我 想 查查 可 学科 教学 任务 完成 情况,False,False,1,15,0.0667,0.2459,3.592,0.8834
principal_053,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_053.wav,看一下英语学科本月教学任务完成情况。,看一下 英语 学科 本月 教学 任务 完成 情况,False,True,0,17,0.0,0.2601,3.755,0.9768
principal_054,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_054.wav,看家校沟通统计。,参加 小 沟通 统计,False,False,3,7,0.4286,0.299,1.63,0.4874
principal_055,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_055.wav,生成本周学校运行情况简报。,生成 本周 学校 运行 情况 警报,False,False,1,12,0.0833,0.2858,2.963,0.8468
principal_056,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_056.wav,对比本学期各年级成绩变化趋势。,对比 本学期 个 年级 成绩 变化 趋势,False,False,1,14,0.0714,0.2782,3.21,0.8929
principal_057,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_057.wav,帮我生成这周学校运行简报。,帮 我 生成 这 周 学校 运行 警报,False,False,1,12,0.0833,0.3163,2.788,0.8819
principal_058,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_058.wav,我想看一下这学期各年级成绩趋势。,我 想 看一下 这 学期 个 年级 成绩 趋势,False,False,1,15,0.0667,0.2655,3.337,0.8859
principal_059,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_059.wav,生成一份包含七年级和八年级数据的学校周简报。,生成 一份 包含 七年级 和 八年级 数据 的 学校 中 警报,False,False,2,21,0.0952,0.2219,4.53,1.0051
principal_060,principal,standard,standard/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/principal/principal_060.wav,生成学校简报。,生成 学校 警报,False,False,1,6,0.1667,0.4326,1.546,0.6689
director_001,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_001.wav,打开年级管理工作台。,打开 年级 管理 工作台,False,True,0,9,0.0,0.3647,2.061,0.7515
director_002,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_002.wav,返回主任工作台首页。,返回 主任 工作台 首页,False,True,0,9,0.0,0.2912,2.083,0.6064
director_003,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_003.wav,帮我打开年级管理工作台。,帮 我 打开 年级 管理 工作台,False,True,0,11,0.0,0.343,2.463,0.8447
director_004,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_004.wav,我想回到主任工作台首页。,我 想 回到 主任 工作台 首页,False,True,0,11,0.0,0.3217,2.42,0.7784
director_005,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_005.wav,切到七年级管理工作台首页。,七 到 七年级 管理 工作台 首页,False,False,1,12,0.0833,0.3586,2.688,0.964
director_006,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_006.wav,打开主任工作台。,打开 主任 工作台,False,True,0,7,0.0,0.433,1.631,0.7061
director_007,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_007.wav,查看今天本年级学生出勤情况。,查看 今天 本 年级 学生 出勤 情况,False,True,0,13,0.0,0.2524,3.201,0.8079
director_008,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_008.wav,查询本周各班级迟到人数。,查询 本周 个 班级 迟到 人数,False,False,1,11,0.0909,0.3126,2.505,0.7829
director_009,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_009.wav,帮我看一下今天本年级的出勤情况。,帮 我 看一下 今天 本 年级 的 出勤 情况,False,True,0,15,0.0,0.3009,3.264,0.9821
director_010,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_010.wav,我想查一下这周各班迟到人数。,我 想 查 一下 这 周 个 班 迟到 人数,False,False,1,13,0.0769,0.2916,2.861,0.8342
director_011,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_011.wav,查一下七年级一班今天的出勤情况。,查 一下 七年级 一般 今天 的 出勤 情况,False,False,1,15,0.0667,0.2697,3.341,0.9009
director_012,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_012.wav,看年级出勤。,看 年级 出勤,False,True,0,5,0.0,0.4968,1.212,0.6022
director_013,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_013.wav,查看今天请假的学生名单。,查看 今天 请假 的 学生 名单,False,True,0,11,0.0,0.2841,2.679,0.7611
director_014,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_014.wav,打开本年级学生预警名单。,打开 本 年级 学生 预警 名单,False,True,0,11,0.0,0.3266,2.49,0.8133
director_015,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_015.wav,帮我看一下今天请假的学生都有谁。,帮 我 看一下 今天 请假 的 学生 都 有 谁,False,True,0,15,0.0,0.2877,3.357,0.9658
director_016,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_016.wav,我想查查本年级需要预警的学生。,我 想 查查 的 年级 需要 预警 的 学生,False,False,1,14,0.0714,0.2903,3.163,0.9181
director_017,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_017.wav,看一下七年级三班今天请假的学生名单。,看一下 七年级 三班 今天 请假 的 学生 名单,False,True,0,17,0.0,0.2498,3.848,0.9611
director_018,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_018.wav,看请假名单。,看 请假 名单,False,True,0,5,0.0,0.4158,1.305,0.5425
director_019,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_019.wav,打开本年级考试成绩分析。,打开 本 年级 考试 成绩 分析,False,True,0,11,0.0,0.3522,2.548,0.8974
director_020,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_020.wav,对比各班级语文平均分。,对比 个 班级 语文 平均分,False,False,1,10,0.1,0.3535,2.223,0.7858
director_021,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_021.wav,帮我打开本年级成绩分析。,帮 我 打开 本 年级 成绩 分析,False,True,0,11,0.0,0.3526,2.498,0.8806
director_022,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_022.wav,我想看一下各班语文平均分对比。,我 想 看一下 个 班 语文 平均分 对比,False,False,1,14,0.0714,0.3066,2.988,0.9162
director_023,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_023.wav,把七年级一班和七年级二班的语文平均分对比一下。,那 七年级 一般 和 七年级 二 班 的 语文 平均分 对比 一下,False,False,2,22,0.0909,0.2443,4.564,1.115
director_024,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_024.wav,看成绩对比。,看 成绩 对比,False,True,0,5,0.0,0.3439,1.142,0.3928
director_025,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_025.wav,查看各班级纪律扣分统计。,查看 个 班级 纪律 扣分 统计,False,False,1,11,0.0909,0.3,2.482,0.7446
director_026,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_026.wav,打开学生违纪处理记录。,打开 学生 违纪 处理 记录,False,True,0,10,0.0,0.3654,2.142,0.7825
director_027,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_027.wav,帮我看一下各班纪律扣分情况。,帮 我 看一下 个 班 纪律 扣分 情况,False,False,1,13,0.0769,0.3276,2.823,0.9248
director_028,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_028.wav,我想查一下学生违纪处理记录。,我 想 查 一下 学生 违纪 处理 记录,False,True,0,13,0.0,0.2885,2.803,0.8086
director_029,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_029.wav,查一下七年级二班本周纪律扣分统计。,查 一下 七年级 二 班 本周 纪律 扣分 统计,False,True,0,16,0.0,0.26,3.492,0.9078
director_030,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_030.wav,看违纪记录。,看 违纪 记录,False,True,0,5,0.0,0.5166,1.073,0.5542
director_031,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_031.wav,查询本周卫生检查排名。,查询 本周 卫生 检查 排名,False,True,0,10,0.0,0.2997,2.482,0.7438
director_032,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_032.wav,查看今天值班教师安排。,查看 今天 值班 教师 安排,False,True,0,10,0.0,0.3234,2.424,0.7836
director_033,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_033.wav,帮我查一下这周卫生检查排名。,帮 我 查 一下 这 周 卫生 检查 排名,False,True,0,13,0.0,0.3081,3.008,0.9269
director_034,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_034.wav,我想看一下今天值班教师安排。,我 想 看一下 今天 值班 教师 安排,False,True,0,13,0.0,0.2943,2.942,0.8659
director_035,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_035.wav,看一下周五下午的值班教师安排。,看一下 周五 下午 的 值班 教师 安排,False,True,0,14,0.0,0.3073,2.884,0.8861
director_036,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_036.wav,看值班安排。,看 值班 安排,False,True,0,5,0.0,0.5204,1.2,0.6247
director_037,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_037.wav,打开课程调课审批列表。,打开 课程 可 审批 列表,False,False,2,10,0.2,0.3413,2.397,0.8181
director_038,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_038.wav,查询本周教师代课情况。,查询 本周 教师 待客 情况,False,False,2,10,0.2,0.3166,2.458,0.7782
director_039,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_039.wav,帮我打开调课审批列表。,帮 我 打开 雕刻 审批 列表,False,False,2,10,0.2,0.3812,2.312,0.8812
director_040,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_040.wav,我想查一下这周教师代课情况。,我 想 查 一下 这 周 教师 待客 情况,False,False,2,13,0.1538,0.2804,3.035,0.8508
director_041,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_041.wav,看一下数学组本周的代课安排。,看一下 数学 足 本周 的 待客 安排,False,False,3,13,0.2308,0.2976,2.779,0.8272
director_042,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_042.wav,看调课审批。,看 雕刻 审批,False,False,2,5,0.4,0.413,1.293,0.5342
director_043,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_043.wav,查看未完成备课检查的教师名单。,查看 未完成 可 检查 的 教师 名单,False,False,2,14,0.1429,0.261,3.283,0.8566
director_044,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_044.wav,查询本周班主任工作完成情况。,查询 本周 班主任 工作 完成 情况,False,True,0,13,0.0,0.287,3.062,0.8787
director_045,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_045.wav,帮我看一下哪些教师还没完成备课检查。,帮 我 看一下 哪些 教师 还 没 完成 备课 检查,False,True,0,17,0.0,0.2665,3.751,0.9999
director_046,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_046.wav,我想查查本周班主任工作完成情况。,我 想 查查 本周 班主任 工作 完成 情况,False,True,0,15,0.0,0.2584,3.499,0.9042
director_047,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_047.wav,看一下七年级班主任本周工作完成情况。,看一下 七年级 班主任 本周 工作 完成 情况,False,True,0,17,0.0,0.2601,3.778,0.9825
director_048,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_048.wav,看备课检查。,看 备课 检查,False,True,0,5,0.0,0.5276,1.235,0.6518
director_049,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_049.wav,查询需要重点关注的学生。,查询 需要 重点 关注 的 学生,False,True,0,11,0.0,0.3313,2.482,0.8222
director_050,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_050.wav,查看本月家长反馈处理情况。,查看 本月 家长 反馈 处理 情况,False,True,0,12,0.0,0.2833,2.876,0.8149
director_051,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_051.wav,帮我查一下需要重点关注的学生。,帮 我 查 一下 需要 重点 关注 的 学生,False,True,0,14,0.0,0.3285,2.997,0.9844
director_052,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_052.wav,我想看一下这个月家长反馈处理情况。,我 想 看一下 这个 说 家长 反馈 处理 情况,False,False,1,16,0.0625,0.2517,3.511,0.8838
director_053,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_053.wav,查一下张明和李浩这两个学生的预警情况。,查 一下 张明 合理 好 这 两个 学生 的 预警 情况,False,False,3,18,0.1667,0.2431,3.944,0.9587
director_054,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_054.wav,看重点学生。,看 重点 学生,False,True,0,5,0.0,0.4654,1.293,0.602
director_055,director,standard,standard/director,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/director/director_055.wav,生成本年级周工作简报。,生成 成本 年级 中 工作 简报,False,False,2,10,0.2,0.3221,2.371,0.7635
