id,role,version,category,file_path,expected,actual,exact_match,norm_exact_match,char_distance,expected_chars,cer,audio_ms,first_partial_ms,final_latency_ms
staff_010,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_010.wav,查询会议室预约情况。,查询会议室预约情况。,True,True,0,9,0.0,2075.2,133.9,869.3
staff_011,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_011.wav,预约明天下午三点的会议室。,预约明天下午三点的会议室。,True,True,0,12,0.0,2511.8,151.5,1072.0
staff_012,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_012.wav,打开设备报修页面。,打开设备报修页面。,True,True,0,8,0.0,1805.1,134.1,795.0
staff_013,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_013.wav,提交办公室打印机报修申请。,提交办公室打印机报修申请。,True,True,0,12,0.0,2686.1,134.7,1093.6
staff_014,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_014.wav,查看我的报修处理进度。,查看我的报修处理进度。,True,True,0,10,0.0,2110.1,133.5,905.0
staff_015,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_015.wav,查询本周食堂用餐安排。,查询本周食堂用餐安排。,True,True,0,10,0.0,2481.6,139.9,1124.1
staff_016,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_016.wav,打开工资条查询页面。,打开工资条查询页面。,True,True,0,9,0.0,2176.6,147.0,995.3
staff_017,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_017.wav,查看本月工资发放情况。,查看本月工资发放情况。,True,True,0,10,0.0,2353.9,149.9,1066.6
staff_018,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_018.wav,查询我的培训学习任务。,查询我的培训学习任务。,True,True,0,10,0.0,2307.4,141.1,1053.8
staff_019,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_019.wav,打开教职工通讯录。,打开教职工通讯录。,True,True,0,8,0.0,1747.1,140.1,842.1
staff_020,staff,standard,standard/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/standard/staff/staff_020.wav,返回教职工服务首页。,返回教职工服务首页。,True,True,0,9,0.0,2012.9,141.5,1082.8
principal_001,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_001.wav,打开学校今日运行数据大屏。,打开学校今日运行数据大屏。,True,True,0,12,0.0,2941.6,177.8,1459.1
principal_002,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_002.wav,查看今天全校学生到校情况。,查看今天全校学生到校情况。,True,True,0,12,0.0,3282.1,146.0,1459.5
principal_003,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_003.wav,查询本周各年级学生出勤率。,查询本周各年级学生出勤率。,True,True,0,12,0.0,2782.9,142.9,1343.9
principal_004,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_004.wav,查看本月教师考勤异常统计。,查看本月教师考勤异常统计。,True,True,0,12,0.0,2899.0,142.9,1494.1
principal_005,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_005.wav,打开学校教学质量分析报表。,打开学校教学质量分析报表。,True,True,0,12,0.0,2999.6,142.9,1335.8
principal_006,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_006.wav,查看各年级最近一次考试平均分。,查看各年级最近一次考试平均分。,True,True,0,14,0.0,3351.8,146.8,1581.4
principal_007,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_007.wav,对比本学期各年级成绩变化趋势。,对比本学期各年级成绩变化趋势。,True,True,0,14,0.0,3336.8,158.2,1456.4
principal_008,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_008.wav,查看学校本月安全巡检情况。,查看学校本月安全巡检情况。,True,True,0,12,0.0,3131.2,143.5,1450.1
principal_009,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_009.wav,查询今天校园设备运行状态。,查询今天校园设备运行状态。,True,True,0,12,0.0,3096.3,144.6,1501.6
principal_010,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_010.wav,查看本周学生违纪情况汇总。,查看本周学生违纪情况，汇总。,False,True,0,12,0.0,2945.4,150.2,1364.3
principal_011,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_011.wav,打开德育管理统计大屏。,打开德育管理统计大屏。,True,True,0,10,0.0,2268.2,188.2,1102.8
principal_012,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_012.wav,查看各班级综合评价排名。,查看各班级综合评价排名。,True,True,0,11,0.0,2748.1,145.3,1380.4
principal_013,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_013.wav,查询本月教师授课课时统计。,查询本月教师授课课时统计。,True,True,0,12,0.0,2945.4,148.7,1549.2
principal_014,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_014.wav,查看各学科教学任务完成情况。,查看各学科教学任务完成情况。,True,True,0,13,0.0,3235.7,177.0,1647.6
principal_015,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_015.wav,打开学校招生数据分析页面。,打开学校招生数据分析页面。,True,True,0,12,0.0,2883.6,156.3,1419.1
principal_016,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_016.wav,查看本月家校沟通情况统计。,查看本月家校沟通情况统计。,True,True,0,12,0.0,2945.4,207.5,1529.1
principal_017,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_017.wav,查询本学期学生流失预警名单。,查询本学期学生流失预警名单。,True,True,0,13,0.0,3258.9,152.4,1574.7
principal_018,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_018.wav,查看学校食堂今日用餐统计。,查看学校食堂今日用餐统计。,True,True,0,12,0.0,2991.9,175.3,1520.1
principal_019,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_019.wav,生成本周学校运行情况简报。,生成本周，学校运行情况简报。,False,True,0,12,0.0,3066.2,161.4,1699.8
principal_020,principal,humanized,humanized/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/principal/principal_020.wav,切换到校长驾驶舱首页。,切换到校长驾驶舱首页。,True,True,0,10,0.0,2547.8,164.7,1282.8
director_001,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_001.wav,打开年级管理工作台。,打开年级管理工作台。,True,True,0,9,0.0,2140.5,158.1,1136.9
director_002,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_002.wav,查看今天本年级学生出勤情况。,查看今天本年及学生出勤情况。,False,False,1,13,0.0769,3316.9,158.0,1584.0
director_003,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_003.wav,查询本周各班级迟到人数。,查询本周各班级迟到人数。,True,True,0,11,0.0,2597.1,186.3,1305.2
director_004,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_004.wav,查看今天请假的学生名单。,查看今天请假的学生名单。,True,True,0,11,0.0,2782.9,176.3,1593.7
director_005,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_005.wav,打开本年级考试成绩分析。,打开本年级考试成绩分析。,True,True,0,11,0.0,2651.4,187.2,1336.6
director_006,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_006.wav,对比各班级语文平均分。,对比各班级语文平均分。,True,True,0,10,0.0,2303.5,189.8,1315.8
director_007,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_007.wav,查看本年级数学成绩排名。,查看本年及数学成绩排名。,False,False,1,11,0.0909,2748.1,179.8,1409.8
director_008,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_008.wav,查询本周班主任工作完成情况。,查询本周班主任工作完成情况。,True,True,0,13,0.0,3177.6,176.0,1742.4
director_009,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_009.wav,查看各班级纪律扣分统计。,查看各班级纪律扣分统计。,True,True,0,11,0.0,2573.9,157.1,1238.7
director_010,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_010.wav,打开学生违纪处理记录。,打开学生违纪处理记录。,True,True,0,10,0.0,2221.8,167.8,1208.9
director_011,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_011.wav,查询本周卫生检查排名。,查询本周卫生检查排名。,True,True,0,10,0.0,2573.9,169.4,1386.8
director_012,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_012.wav,查看今天值班教师安排。,查看今天值班教师安排。,True,True,0,10,0.0,2515.8,172.4,1249.9
director_013,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_013.wav,打开课程调课审批列表。,打开课程调课审批列表。,True,True,0,10,0.0,2477.2,183.9,1302.4
director_014,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_014.wav,查询本周教师代课情况。,查询本周教师代课情况。,True,True,0,10,0.0,2550.7,158.9,1249.7
director_015,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_015.wav,查看未完成备课检查的教师名单。,查看未完成备课检查的教师名单。,True,True,0,14,0.0,3409.8,159.6,1608.3
director_016,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_016.wav,打开本年级学生预警名单。,打开本年级学生预警名单。,True,True,0,11,0.0,2593.3,151.5,1262.8
director_017,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_017.wav,查询需要重点关注的学生。,查询需要重点关注的学生。,True,True,0,11,0.0,2573.9,151.3,1298.4
director_018,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_018.wav,查看本月家长反馈处理情况。,查看本月家长反馈处理情况。,True,True,0,12,0.0,2991.9,160.4,1634.4
director_019,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_019.wav,生成本年级周工作简报。,生成本年吉州工作简报。,False,False,2,10,0.2,2450.9,199.1,1275.7
director_020,director,humanized,humanized/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/director/director_020.wav,返回主任工作台首页。,返回主任工作台首页。,True,True,0,9,0.0,2162.6,155.2,1108.6
teacher_001,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_001.wav,打开我的教学工作台。,打开我的教学工作台。,True,True,0,9,0.0,2094.1,157.1,1008.7
teacher_002,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_002.wav,查看今天我的课程安排。,查看今天我的课程安排。,True,True,0,10,0.0,2422.9,186.8,1241.0
teacher_003,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_003.wav,查询下一节课的上课班级。,查询下一节课的上课班级。,True,True,0,11,0.0,2608.8,187.1,1346.7
